id,biomni_accuracy,biomni_completion,biomni_time_seconds,biomni_input_tokens,biomni_output_tokens,stella_accuracy,stella_completion,stella_time_seconds,stella_input_tokens,stella_output_tokens,toolsgenie_accuracy,toolsgenie_completion,toolsgenie_time_seconds,toolsgenie_input_tokens,toolsgenie_output_tokens,toolsgenie_doubao_avg_similarity,toolsgenie_doubao_equivalent,toolsgenie_doubao_completion,toolsgenie_doubao_input_tokens,toolsgenie_doubao_output_tokens,toolsgenie_doubao_duration_seconds,toolsgenie_doubao_exit_code,toolsgenie_doubao_timed_out,toolsgenie_glm_avg_similarity,toolsgenie_glm_equivalent,toolsgenie_glm_completion,toolsgenie_glm_file_count,toolsgenie_glm_success_count,toolsgenie_glm_errors,toolsgenie_glm_input_tokens,toolsgenie_glm_output_tokens,toolsgenie_glm_duration_seconds,toolsgenie_glm_exit_code,toolsgenie_glm_timed_out,difficulty,glm2_agent,glm2_avg_similarity,glm2_equivalent,glm2_completion,glm2_file_count,glm2_success_count,glm2_errors,glm2_input_tokens,glm2_output_tokens,glm2_duration_seconds,glm2_exit_code,glm2_timed_out
b-7-10,0.5719460049599532,1,103.063713,122878.0,4245.0,0.0,0,901.535348,7373872.0,565609.0,0.5628073325040543,1,74.062165,28515.0,4207.0,0.6307158712761125,1,1,34853.0,14680.0,394.673859,0,False,0.5197512298305349,1,1,1,1,,30008,6911,463.700983,0,FALSE,high,toolsgenie,0.5197512298305349,1,1,1,1,,30008,6911,463.700983,0,FALSE
b-7-2,0.6117380221003262,1,109.460431,66401.0,6171.0,0.7173099301935383,1,98.07279,256434.0,21170.0,0.6523024456921148,1,201.371413,116084.0,10938.0,0.0,0,0,,,3600.146617,124,True,0.5096883729688345,1,1,3,3,,31502,10181,177.96793,0,FALSE,medium,toolsgenie,0.5096883729688345,1,1,3,3,,31502,10181,177.96793,0,FALSE
b-7-3,0.7346793033268022,1,157.699522,161843.0,4151.0,0.590957867948716,1,131.090137,328443.0,29519.0,0.6456265011633427,1,230.586891,110358.0,11813.0,0.6475317915887135,1,1,49205.0,15637.0,2175.590934,0,False,0.5951475324648474,1,1,5,5,,71875,15033,483.931195,0,FALSE,high,toolsgenie,0.5951475324648474,1,1,5,5,,71875,15033,483.931195,0,FALSE
b-7-4,0.5,1,63.644088,40649.0,2371.0,0.5,1,58.850003,141962.0,8900.0,0.5,1,159.72438,101507.0,9018.0,0.0,0,0,24882.0,12544.0,517.182181,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.132958,124,TRUE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.132958,124,TRUE
b-7-5,0.5732233047033631,1,65.450251,43725.0,3002.0,0.5,1,56.243196,115804.0,7309.0,0.5,1,90.701097,46190.0,5364.0,0.5732233047033631,1,1,22711.0,8330.0,215.353647,0,False,0.5732233047033631,1,1,1,1,,32376,8593,261.567048,0,FALSE,low,toolsgenie,0.5732233047033631,1,1,1,1,,32376,8593,261.567048,0,FALSE
b-7-6,1.0,1,77.059484,50454.0,3224.0,0.0,0,98.2739,335342.0,14549.0,0.75,1,55.042703,16412.0,3076.0,0.875,1,1,46377.0,16107.0,431.91077,0,False,0.9999887821959418,1,1,2,2,,30719,7599,176.748824,0,FALSE,low,toolsgenie,0.9999887821959418,1,1,2,2,,30719,7599,176.748824,0,FALSE
b-7-7,0.560170579265914,1,73.842278,59574.0,2841.0,0.5755128883061911,1,68.277501,207144.0,11539.0,0.56294926805554,1,59.441177,30271.0,3589.0,0.6138749647388226,1,1,42086.0,15799.0,712.74983,0,False,0.5,1,1,2,2,,29833,5353,133.958826,0,FALSE,medium,toolsgenie,0.5,1,1,2,2,,29833,5353,133.958826,0,FALSE
b-7-8,0.625,1,73.661552,39346.0,2907.0,0.5,1,57.847452,138017.0,8245.0,0.5732233047033631,1,77.862707,39874.0,3912.0,0.0,0,0,,,3600.141062,124,True,0.041666666666666664,0,1,1,1,,,,3600.090208,124,TRUE,medium,toolsgenie,0.041666666666666664,0,1,1,1,,,,3600.090208,124,TRUE
b-7-9,0.875,1,98.659121,89628.0,3660.0,0.7781754163448146,1,87.158153,281071.0,17875.0,0.6815346803118543,1,117.297243,62675.0,6929.0,0.841886116991581,1,1,66480.0,21397.0,556.597031,0,False,0.8516010038115218,1,1,2,2,,25746,7797,172.210563,0,FALSE,medium,toolsgenie,0.8516010038115218,1,1,2,2,,25746,7797,172.210563,0,FALSE
b-8-1,0.9590876950025174,1,53.249829,36141.0,2405.0,0.9999999999999949,1,77.669624,296157.0,14870.0,0.9999999999999949,1,69.098969,28794.0,3349.0,0.0,0,1,10248.0,4554.0,122.677084,0,False,0.9999999999999949,1,1,1,1,,26165,3846,134.130825,0,FALSE,medium,toolsgenie,0.9999999999999949,1,1,1,1,,26165,3846,134.130825,0,FALSE
b-8-10,0.9999999999989827,1,85.067789,43951.0,3197.0,0.0,0,95.873066,371708.0,18127.0,0.999999999999466,1,108.906841,55622.0,6152.0,0.0,0,0,,,3600.203268,124,True,0.4942536730535155,0,1,1,1,,104178,34309,2044.792811,0,FALSE,high,toolsgenie,0.4942536730535155,0,1,1,1,,104178,34309,2044.792811,0,FALSE
b-8-2,0.8268392938200874,1,73.861322,47296.0,2433.0,0.8268392938200874,1,61.249375,112211.0,7251.0,0.9793619969137843,1,57.657289,24279.0,2885.0,0.9954811012357867,1,1,22489.0,7798.0,212.12204,0,False,0.820957568599884,1,1,1,1,,23271,4784,136.613766,0,FALSE,medium,toolsgenie,0.820957568599884,1,1,1,1,,23271,4784,136.613766,0,FALSE
b-8-3,0.6013000913686275,1,188.553681,75500.0,4646.0,0.6013620995318991,1,300.376006,700762.0,43774.0,0.6013000913686275,1,236.247217,118413.0,12821.0,0.5575644872865946,1,1,13389.0,7699.0,204.955,0,False,0.6056624327025936,1,1,2,2,,24203,5814,322.192408,0,FALSE,medium,toolsgenie,0.6056624327025936,1,1,2,2,,24203,5814,322.192408,0,FALSE
b-8-4,0.6709430584957905,1,72.870483,49549.0,2724.0,0.6709430584957905,1,69.249771,289011.0,16179.0,0.6709430584957905,1,127.509001,59877.0,6663.0,0.0,0,1,28238.0,7840.0,207.769502,0,False,0.0,0,1,1,1,,20690,4141,103.912199,0,FALSE,medium,toolsgenie,0.0,0,1,1,1,,20690,4141,103.912199,0,FALSE
b-8-5,0.5,1,158.202898,83037.0,4223.0,0.5,1,210.738856,1092451.0,36316.0,0.5,1,218.56499,115886.0,10945.0,0.5,1,1,82147.0,28546.0,1389.808524,0,False,0.41666666666666663,0,1,1,1,,49843,10302,264.525498,0,FALSE,high,toolsgenie,0.41666666666666663,0,1,1,1,,49843,10302,264.525498,0,FALSE
b-8-6,0.75,1,89.532775,64750.0,3175.0,0.75,1,63.327439,180130.0,10652.0,0.75,1,133.734098,75253.0,7037.0,0.5732233047033631,1,1,49395.0,18641.0,458.924653,0,False,0.5,1,1,1,1,,25849,5550,112.963923,0,FALSE,medium,toolsgenie,0.5,1,1,1,1,,25849,5550,112.963923,0,FALSE
b-8-7,0.5732233047033631,1,327.102798,75250.0,4277.0,0.625,1,528.811432,433072.0,23742.0,0.5732233047033631,1,84.477072,29530.0,4046.0,0.5732233047033631,1,1,46677.0,19946.0,756.815654,0,False,0.5732233047033631,1,1,1,1,,85979,36514,2516.941295,0,FALSE,high,toolsgenie,0.5732233047033631,1,1,1,1,,85979,36514,2516.941295,0,FALSE
b-8-8,1.0,1,84.298282,52584.0,2615.0,0.75,1,85.211666,279672.0,17729.0,0.8232233047033631,1,85.671831,33169.0,4055.0,0.5751603157205569,1,1,69032.0,27269.0,845.037205,0,False,0.7156838208150587,1,1,2,2,,72562,20514,535.144676,0,FALSE,high,toolsgenie,0.7156838208150587,1,1,2,2,,72562,20514,535.144676,0,FALSE
b-8-9,0.4999999999999225,1,77.515907,47497.0,2605.0,0.4999999999999132,1,59.159133,144179.0,9202.0,0.4999999999999225,1,54.435002,27969.0,2694.0,0.4999999099090102,0,1,25674.0,11535.0,295.805211,0,False,0.7933321876554161,1,1,3,3,,34103,9887,392.828639,0,FALSE,medium,toolsgenie,0.7933321876554161,1,1,3,3,,34103,9887,392.828639,0,FALSE
b-9-2,0.0,1,129.117183,167302.0,6026.0,0.0,1,96.249315,424316.0,21373.0,0.9999999999999976,1,67.85914,31101.0,3697.0,0.9999286747850715,1,1,37734.0,14273.0,338.05272,0,False,0.0,0,1,1,1,,49726,14374,322.741606,0,FALSE,medium,toolsgenie,0.0,0,1,1,1,,49726,14374,322.741606,0,FALSE
b-9-3,0.9999999999999998,1,89.402166,54391.0,3475.0,0.9999999999999998,1,82.385481,407335.0,12937.0,0.9867472803433505,1,183.343119,110443.0,8416.0,0.0,0,0,,,3600.230512,124,True,0.0,0,0,1,0,Candidate file not found: None,,,3600.072138,124,TRUE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.072138,124,TRUE
b-9-4,0.587427287335819,1,148.809134,69955.0,4170.0,0.579755675235338,1,96.858753,280856.0,16534.0,0.5521312486443044,1,149.772842,100777.0,7842.0,0.0,0,0,,,3600.098755,124,True,0.0,0,0,1,0,Candidate file not found: None,,,3600.171109,124,TRUE,high,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.171109,124,TRUE
